School_Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2015_2016,Public,Calgary School District No. 19,3030,Clarence Sansom School,9682,,,,,,,,161,136,146,,,,443
2015_2016,Public,Calgary School District No. 19,3030,Wilma Hansen School,9685,,,,,,,,100,96,101,,,,297
2015_2016,Public,Calgary School District No. 19,3030,Annie Gale School,9686,,,,,,,60,182,165,123,,,,530
2015_2016,Public,Calgary School District No. 19,3030,West View School,9687,,,,,,,,,2,1,12,25,35,75
2015_2016,Public,Calgary School District No. 19,3030,Terry Fox School,9689,,,,,,,,169,192,178,,,,539
2015_2016,Public,Calgary School District No. 19,3030,Tom Baines School,9690,,,,,,,,215,220,237,,,,672
2015_2016,Public,Calgary School District No. 19,3030,Queen Elizabeth High School,9806,,,,,,,,147,134,164,137,115,106,803
2015_2016,Public,Calgary School District No. 19,3030,Forest Lawn High School,9813,,,,,,,,,,,373,403,532,1308
2015_2016,Public,Calgary School District No. 19,3030,Crescent Heights High School,9815,,,,,,,,,,,659,643,583,1885
2015_2016,Public,Calgary School District No. 19,3030,Western Canada High School,9816,,,,,,,,,,,624,610,594,1828
2015_2016,Public,Calgary School District No. 19,3030,Chinook Learning Services,9817,,,,,,,,,,,,13,2124,2137
2015_2016,Public,Calgary School District No. 19,3030,Central Memorial High School,9823,,,,,,,,,,,271,227,316,814
2015_2016,Public,Calgary School District No. 19,3030,James Fowler High School,9825,,,,,,,,,,,564,383,455,1402
2015_2016,Public,Calgary School District No. 19,3030,Ernest Manning High School,9826,,,,,,,,,,,565,530,543,1638
2015_2016,Public,Calgary School District No. 19,3030,William Aberhart High School,9829,,,,,,,,,,,469,491,499,1459
2015_2016,Public,Calgary School District No. 19,3030,National Sport School,9830,,,,,,,,,,28,48,37,43,156
2015_2016,Public,Calgary School District No. 19,3030,Henry Wise Wood High School,9836,,,,,,,,,,,361,337,373,1071
2015_2016,Public,Calgary School District No. 19,3030,Bowness High School,9847,,,,,,,,,,,215,209,212,636
2015_2016,Public,Calgary School District No. 19,3030,Lord Beaverbrook High School,9850,,,,,,,,,,,578,489,590,1657
2015_2016,Public,Calgary School District No. 19,3030,Jack James High School,9856,,,,,,,,,,,116,126,201,443
2015_2016,Public,Calgary School District No. 19,3030,Sir Winston Churchill High School,9857,,,,,,,,,,,726,626,651,2003
2015_2016,Public,Calgary School District No. 19,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,515,523,529,1567
2015_2016,Public,Calgary School District No. 19,3030,John G Diefenbaker High School,9860,,,,,,,,,,,461,406,494,1361
2015_2016,Public,Calgary School District No. 19,3030,Alternative High School,9863,,,,,,,,,,3,12,22,45,82
2015_2016,Public,Calgary School District No. 19,3030,Lester B. Pearson High School,9865,,,,,,,,,,,552,495,515,1562
2015_2016,Public,Calgary School District No. 19,3030,Discovering Choices,9868,,,,,,,,,,,8,48,477,533
2015_2016,Public,Calgary School District No. 19,3030,Dr. Gordon Townsend School,9886,,2,2,3,2,1,3,3,3,1,1,2,2,25
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. S. Smith School,313,67,64,67,80,70,66,89,71,83,80,,,,737
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ascension of Our Lord,333,36,45,53,51,53,60,62,123,108,136,,,,727
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Martin De Porres High School,346,,,,,,,,,,144,97,89,77,407
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Angels School,389,33,32,29,25,36,27,43,,,,,,,225
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Ambrose School,390,39,36,39,49,47,54,51,92,83,61,,,,551
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Bishop O'Byrne High School,581,,,,,,,,,,,598,568,508,1674
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Elizabeth Seton,588,36,42,56,48,51,51,56,133,147,158,,,,778
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Monsignor J. J. O'Brien,589,63,69,75,75,88,86,91,130,132,137,,,,946
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Lourdes,598,,2,3,5,4,3,5,5,7,3,2,,2,41
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gabriel the Archangel,1029,,,,,,,,100,76,98,73,53,43,443
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Clare,1118,81,78,96,99,72,106,76,,,,,,,608
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Brigid,1119,38,43,46,50,73,50,69,54,69,56,,,,548
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Timothy,1225,,,,,,,,69,82,79,62,47,47,386
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Fatima,1226,82,76,83,86,92,74,90,,,,,,,583
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Notre Dame High School,1275,,,,,,,,,,,526,489,433,1448
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Albert the Great,1336,76,99,100,87,84,89,62,110,85,78,,,,870
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Basil Elementary/Junior High School,1337,76,74,75,84,85,79,97,95,97,96,,,,858
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Joan of Arc Elementary/Junior High School,1338,76,76,78,82,80,84,105,110,84,72,,,,847
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sebastian Elementary School,1339,75,83,86,86,87,89,100,,,,,,,606
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jerome Elementary School,1340,91,102,106,113,99,115,116,,,,,,,742
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of Wisdom,1373,68,90,107,89,96,78,99,,,,,,,627
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Good Shepherd School,1462,79,87,103,96,72,80,79,68,57,,,,,721
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Christ the King Catholic School,1484,77,84,81,76,118,100,76,83,101,86,,,,882
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady of the Evergreens Catholic School,1485,67,95,94,98,79,76,69,,,,,,,578
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Light of Christ Catholic School,1486,62,81,58,75,68,67,74,79,81,132,,,,777
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Fresh Start Outreach Program,1525,,,,,,,,,,,,4,15,19
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Isabella School,1680,76,93,115,119,108,89,83,78,68,65,,,,894
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Junior High Fresh Start Outreach Program,1688,,,,,,,,1,1,3,,,,5
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Our Lady Queen of Peace Elementary School,5270,114,85,99,111,103,80,92,82,84,,,,,850
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Spirit Catholic School,5280,34,62,60,58,66,53,74,,,,,,,407
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Corpus Christi School,8501,53,28,27,25,16,8,22,,,,,,,179
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Hubert Elementary School,8502,15,21,28,28,21,24,23,,,,,,,160
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Family School,8503,26,28,33,31,30,25,30,,,,,,,203
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Name (Bilingual) School,8504,58,71,57,58,53,31,22,,,,,,,350
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Holy Trinity School,8506,21,30,25,37,29,36,17,,,,,,,195
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Patrick School,8507,28,32,33,33,26,33,24,,,,,,,209
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Andrew School,8508,17,21,23,27,23,12,9,,,,,,,132
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Angela Elementary,8510,18,38,28,34,18,13,10,,,,,,,159
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Benedict School,8511,58,52,67,49,30,15,22,,,,,,,293
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Cecilia (Bilingual) Elementary School,8513,54,75,63,51,31,35,40,,,,,,,349
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Anthony,8515,,,,,25,29,27,,,,,,,81
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Gerard Bilingual School,8517,21,22,19,11,14,18,12,,,,,,,117
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Luke Bilingual Elementary School,8521,50,74,52,43,43,22,23,,,,,,,307
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Ecole St. Pius X School,8524,45,51,53,57,39,38,35,,,,,,,318
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas Aquinas School,8527,32,15,19,33,27,38,,,,,,,,164
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Vincent De Paul Elementary Junior High School,8528,14,14,19,18,21,29,27,38,52,65,,,,297
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. William School,8529,31,27,42,19,28,19,24,,,,,,,190
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Monica School,8530,49,18,17,14,18,15,18,35,33,35,,,,252
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Dominic School,8531,39,46,57,42,48,41,60,,,,,,,333
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Boniface Elementary School,8532,30,28,30,24,29,32,31,,,,,,,204
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Catherine Elementary School,8533,58,24,23,18,21,12,18,,,,,,,174
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Henry Elementary School,8534,50,21,22,20,20,25,19,,,,,,,177
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Mark Elementary School,8536,69,35,41,40,35,27,38,,,,,,,285
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Sylvester School,8537,43,45,48,42,36,25,31,,,,,,,270
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Wilfrid Elementary School,8541,67,42,32,24,26,29,31,,,,,,,251
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,Blessed Mother Teresa,8542,52,59,52,45,33,24,27,,,,,,,292
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Peter Elementary School,8543,55,38,43,48,33,36,48,,,,,,,301
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Thomas More School,8544,33,26,42,38,31,46,44,,,,,,,260
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Bede Elementary School,8545,95,101,90,95,93,102,79,,,,,,,655
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Jude School,8546,28,30,27,29,24,22,16,,,,,,,176
2015_2016,Separate,Calgary Roman Catholic Separate School District No. 1,4010,St. Rita School,8547,25,41,32,27,16,24,17,,,,,,,182
